Zone Name,Ward No.,School UDISE ID,School Name & ID,School Inspector's Name,Last Data Date,Total Enrolment (Last),Max Enrolment,Max Enrolment Date,Max Present,Max Present Date,With Account,Without Account,With Aadhaar,Without Aadhaar,Aadhaar Linked Account,New Admission (This month),New Admission (This session),DBT Received (Student),DBT Received (Parent),Received By (Student + Parent)
Shahdara South,207,07040422604,KARAN GALI (CO-ED)-1051168,SHISHPAL MEENA,,277,282,2025-04-09,258,,250,27,266,11,250,4,79,0,0,0
Shahdara South,206,07040422606,KARKARDOOMA (GIRLS)-1051174,SHISHPAL MEENA,,520,527,2025-01-09,464,,474,46,494,26,453,9,169,0,0,0
Shahdara South,207,07040422607,BHEEKAM SINGH COLONY (BOYS)-1051173,SHISHPAL MEENA,,481,483,2025-01-09,435,,459,22,468,13,459,4,105,0,0,0
Shahdara South,207,07040422608,BHEEKAM SINGH COLONY (GIRLS)-1051172,SHISHPAL MEENA,,469,481,2025-02-09,442,,465,4,464,5,464,4,89,0,0,0
Shahdara South,205,07040422701,JOSHI COLONY (BOYS)-1051167,SHISHPAL MEENA,,153,157,2025-01-09,145,,151,2,153,0,151,1,43,0,0,0
Shahdara South,205,07040422702,JOSHI COLONY (GIRLS)-1051166,SHISHPAL MEENA,,256,258,2025-01-09,233,,256,0,256,0,256,3,51,0,0,0
Shahdara South,205,07040422703,HASANPUR (CO-ED)-1051165,SHISHPAL MEENA,,341,341,,322,,319,22,338,3,319,2,78,0,0,0
Shahdara South,205,07040422704,GAZIPUR VILLAGE (BOYS)-1051164,SHISHPAL MEENA,,572,572,2025-02-09,471,,570,2,572,0,570,8,162,0,0,0
Shahdara South,205,07040422705,GAZIPUR VILLAGE (GIRLS)-1051163,SHISHPAL MEENA,,777,777,,658,,734,43,767,10,734,26,219,0,0,0
Shahdara South,204,07040422802,EAST LAXMI MARKET (CO-ED)-1051161,SHISHPAL MEENA,,470,470,,434,,450,20,470,0,450,6,103,0,0,0
Shahdara South,211,07040422901,KRISHNA NAGAR F-BLOCK (CO-ED)-1051148,SHISHPAL MEENA,,344,348,2025-04-09,332,,343,1,340,4,340,2,103,0,0,0
Shahdara South,211,07040422902,KRISHNA NAGAR NORTH A-BLOCK (CO-ED)-1051147,SHISHPAL MEENA,,270,272,2025-01-09,236,,192,78,218,52,178,1,60,0,0,0
Shahdara South,211,07040422903,RADHEY PURI (CO-ED)-1051143,SHISHPAL MEENA,,259,259,2025-08-09,229,,254,5,256,3,254,10,42,0,0,0
Shahdara South,211,07040422904,KRISHNA NAGAR D/S (BOYS)-1051140,SHISHPAL MEENA,,333,337,2025-01-09,312,,315,18,325,8,315,0,103,0,0,0
Shahdara South,211,07040422905,KRISHNA NAGAR D/S (GIRLS)-1051139,SHISHPAL MEENA,,482,482,2025-01-09,454,,464,18,475,7,464,4,173,0,0,0
Shahdara South,211,07040422906,SOUTH GANDHI NAGAR (CO-ED)-1051106,SHISHPAL MEENA,,311,311,2025-11-09,296,,296,15,299,12,296,5,68,0,0,0
Shahdara South,211,07040422907,MAHILA COLONY (CO-ED)-1051105,SHISHPAL MEENA,,560,560,,511,,560,0,560,0,560,8,86,0,0,0
Shahdara South,211,07040422909,GEETA COLONY BLOCK-2 (CO-ED)-1051103,SHISHPAL MEENA,,272,279,2025-01-09,214,,200,72,228,44,200,2,79,0,0,0
Shahdara South,211,07040422910,GEETA COLONY BLOCK-5 (CO-ED)-1051102,SHISHPAL MEENA,,175,175,2025-01-09,158,,161,14,161,14,161,0,48,0,0,0
Shahdara South,211,07040422911,GEETA COLONY BLOCK-9 (CO-ED)-1051096,SHISHPAL MEENA,,312,312,,234,,274,38,292,20,220,5,66,0,0,0
Shahdara South,210,07040423001,GEETA COLONY BLOCK-6 (CO-ED)-1051101,SHISHPAL MEENA,,274,275,,257,,222,52,263,11,222,0,60,0,0,0
Shahdara South,210,07040423002,SHASTRI NAGAR (BOYS)-1051100,SHISHPAL MEENA,,378,389,2025-02-09,330,,309,69,360,18,309,1,123,0,0,0
Shahdara South,210,07040423003,SHASTRI NAGAR (GIRLS)-1051099,SHISHPAL MEENA,,361,362,,351,,356,5,359,2,356,4,86,0,0,0
Shahdara South,210,07040423004,GEETA COLONY BLOCK-13 (BOYS)-1051098,SHISHPAL MEENA,,169,169,2025-03-09,155,,143,26,167,2,143,1,51,0,0,0
Shahdara South,210,07040423005,GEETA COLONY BLOCK-13 (GIRLS)-1051097,SHISHPAL MEENA,,252,254,2025-02-09,240,,212,40,245,7,212,2,70,0,0,0
Shahdara South,209,07040423102,KHUREJI (CO-ED)-1051159,SHISHPAL MEENA,,271,271,2025-11-09,270,,264,7,271,0,264,4,77,0,0,0
Shahdara South,209,07040423104,BRIJPURI (CO-ED)-1051157,SHISHPAL MEENA,,289,306,2025-10-09,260,,246,43,276,13,246,9,120,0,0,0
Shahdara South,209,07040423105,SHIV PURI (CO-ED)-1051156,SHISHPAL MEENA,,333,333,,288,,301,32,313,20,296,4,104,0,0,0
Shahdara South,209,07040423106,SOUTH ANARKALI (CO-ED)-1051154,SHISHPAL MEENA,,261,261,2025-04-09,232,,227,34,242,19,227,2,71,0,0,0
Shahdara South,208,07040423201,BALDEV PARK (BOYS)-1051534,SHISHPAL MEENA,,254,255,2025-01-09,239,,224,30,235,19,222,9,80,0,0,0
Shahdara South,208,07040423202,BALDEV PARK (GIRLS)-1051533,SHISHPAL MEENA,,336,340,2025-01-09,302,,308,28,326,10,308,2,105,0,0,0
Shahdara South,208,07040423204,JAGATPURI G-BLOCK (GIRLS)-1051153,SHISHPAL MEENA,,166,166,2025-02-09,160,,150,16,158,8,150,1,51,0,0,0
Shahdara South,208,07040423205,CHANDU PARK (BOYS)-1051150,SHISHPAL MEENA,,201,206,2025-12-09,192,,164,37,182,19,164,3,58,0,0,0
Shahdara South,208,07040423206,CHANDU PARK (GIRLS)-1051149,SHISHPAL MEENA,,216,216,2025-10-09,184,,162,54,191,25,162,3,68,0,0,0
Shahdara South,208,07040423207,JAGATPURI G-BLOCK (BOYS)-1051564,SHISHPAL MEENA,,175,177,2025-01-09,159,,147,28,162,13,147,3,48,0,0,0
Shahdara South,208,07040423208,RAM NAGAR/K NAGAR (CO-ED)-1051155,SHISHPAL MEENA,,224,227,2025-09-09,200,,188,36,201,23,176,12,55,0,0,0
Shahdara South,212,07040423301,AJIT NAGAR(CO-ED)-1051130,SHISHPAL MEENA,,337,371,2025-04-09,297,,299,38,330,7,295,4,123,0,0,0
Shahdara South,212,07040423302,SUBHASH MOHALLA (BOYS)-1051123,SHISHPAL MEENA,,242,244,,207,,218,24,238,4,218,2,111,0,0,0
Shahdara South,212,07040423303,SUBHASH MOHALLA (GIRLS)-1051122,SHISHPAL MEENA,,211,214,2025-03-09,188,,209,2,211,0,209,0,67,0,0,0
Shahdara South,212,07040423402,SOUTH GANDHI NAGAR TENTED (CO-ED)-1051129,SHISHPAL MEENA,,113,113,2025-01-09,88,,63,50,106,7,63,3,63,0,0,0
Shahdara South,212,07040423403,SARASWATI BHANDAR (CO-ED)-1051128,SHISHPAL MEENA,,90,93,2025-01-09,89,,84,6,90,0,84,0,28,0,0,0
Shahdara South,212,07040423404,KAILASH NAGAR GALI-18(CO-ED)-1051126,SHISHPAL MEENA,,299,301,2025-01-09,269,,294,5,299,0,294,0,89,0,0,0
Shahdara South,212,07040423405,OLD GANDHI NAGAR(CO-ED)-1051124,SHISHPAL MEENA,,227,230,2025-01-09,218,,212,15,224,3,212,0,68,0,0,0
Shahdara South,212,07040423406,KAILASH NAGAR GALI-12 (CO-ED)-1051120,SHISHPAL MEENA,,208,208,,197,,208,0,208,0,208,2,39,0,0,0
Shahdara South,214,07040423501,EAST AZAD NAGAR (CO-ED)-1051146,SHISHPAL MEENA,,329,330,,303,,327,2,329,0,327,9,92,0,0,0
Shahdara South,214,07040423503,KANTI NAGAR(CO-ED)-1051144,SHISHPAL MEENA,,479,483,2025-04-09,448,,451,28,475,4,451,4,91,0,0,0
Shahdara South,214,07040423505,WEST AZAD NAGAR(CO-ED)-1051141,SHISHPAL MEENA,,462,464,2025-01-09,417,2025-08-09,429,33,440,22,421,1,102,0,0,0
Shahdara South,214,07040423506,EAST OLD SEELAMPUR-II(BOYS)-1051135,SHISHPAL MEENA,,677,710,2025-02-09,566,,608,69,648,29,608,2,256,0,0,0
Shahdara South,214,07040423507,EAST OLD SEELAMPUR (GIRLS)-1051134,SHISHPAL MEENA,,777,790,,626,,718,59,757,20,718,9,257,0,0,0
Shahdara South,214,07040423508,KOUSHIK PURI (CO-ED)-1051606,SHISHPAL MEENA,,333,336,2025-01-09,310,,328,5,330,3,328,0,48,0,0,0
Shahdara South,213,07040423601,MARGINAL BANDH(NEW) (BOYS)-1051532,SHISHPAL MEENA,,476,479,2025-01-09,418,,453,23,471,5,453,0,120,0,0,0
Shahdara South,213,07040423602,MARGINAL BANDH(NEW) (GIRLS)-1051531,SHISHPAL MEENA,,631,635,2025-01-09,537,,593,38,606,25,593,2,203,0,0,0
Shahdara South,213,07040423603,MARGINAL BANDH(OLD) (BOYS)-1051530,SHISHPAL MEENA,,441,459,2025-01-09,440,,430,11,431,10,430,5,97,0,0,0
Shahdara South,213,07040423606,MARGINAL BANDH(OLD) (GIRLS)-1051529,SHISHPAL MEENA,,446,469,2025-02-09,336,,409,37,423,23,409,3,113,0,0,0
Shahdara South,212,07040423607,RAGHUBAR PURA (CO-ED)-1051138,SHISHPAL MEENA,,527,555,2025-02-09,464,,513,14,524,3,512,2,159,0,0,0
Shahdara South,212,07040423609,GANDHI NAGAR CHAND MOHALLA (CO-ED)-1051132,SHISHPAL MEENA,,303,306,2025-01-09,295,,299,4,302,1,299,0,97,0,0,0
Shahdara South,212,07040423610,RAJGARH COLONY (CO-ED)-1051131,SHISHPAL MEENA,,202,204,2025-12-09,176,,168,34,184,18,168,3,90,0,0,0
Shahdara South,215,07040423701,SOUTH BHOLA NATH NAGAR (CO-ED)-1051189,SHISHPAL MEENA,,389,400,2025-12-09,357,,354,35,365,24,354,9,143,0,0,0
Shahdara South,215,07040423702,NEW BHOLA NATH NAGAR (CO-ED)-1051188,SHISHPAL MEENA,,401,421,2025-02-09,373,,383,18,386,15,382,4,94,0,0,0
Shahdara South,215,07040423703,PANDAV ROAD (CO-ED)-1051184,SHISHPAL MEENA,,199,203,2025-02-09,187,,199,0,199,0,199,2,43,0,0,0
Shahdara South,215,07040423704,BHOLA NATH NAGAR (BOYS)-1051181,SHISHPAL MEENA,,151,151,,127,,108,43,124,27,108,4,61,0,0,0
Shahdara South,215,07040423705,TELIWARA (GIRLS)-1051180,SHISHPAL MEENA,,217,230,2025-01-09,200,,158,59,181,36,158,0,92,0,0,0
Shahdara North,216,07040423801,VIVEK VIHAR PHASE (CO-ED)-1051200,DHRUV SHAH,,270,270,,232,,250,20,265,5,250,2,67,0,0,0
Shahdara North,216,07040423803,VISHAV KARMA NAGAR (CO-ED)-1051192,DHRUV SHAH,,179,179,,162,,159,20,175,4,159,4,32,0,0,0
Shahdara North,216,07040423805,JWALA NAGAR (CO-ED)-1051186,DHRUV SHAH,,436,451,2025-01-09,382,,388,48,401,35,356,6,137,0,0,0
Shahdara North,216,07040423806,JHILMIL CIRCULAR ROAD(CO-ED)-1051182,DHRUV SHAH,,441,446,2025-01-09,418,,416,25,419,22,409,6,127,0,0,0
Shahdara North,216,07040423901,VIVEK VIHAR (GIRLS)-1152527,DHRUV SHAH,,738,742,2025-09-09,700,,736,2,738,0,736,5,179,0,0,0
Shahdara North,216,07040423902,VIVEK VIHAR (BOYS)-1152528,DHRUV SHAH,,615,616,,581,,574,41,604,11,574,6,192,0,0,0
Shahdara North,216,07040423903,JHILMIL COLONY(CO-ED)-1152529,DHRUV SHAH,,502,508,2025-08-09,464,,485,17,497,5,484,12,134,0,0,0
Shahdara South,211,07040522901,S D PRIMARY SCHOOL - KRISHNA NAGAR -CO-ED-1051545,SHISHPAL MEENA,,240,245,2025-01-09,235,,183,57,238,2,183,0,56,0,0,0
Shahdara South,212,07040523301,SD PRIMARY SCHOOL - SUBHASH MOHALLA (CO-ED)-1051546,SHISHPAL MEENA,,121,124,2025-01-09,119,,111,10,120,1,111,0,20,0,0,0
Shahdara South,212,07040523401,ARYA PUTRI PATHSHALA-CO-ED-1051535,SHISHPAL MEENA,,181,181,2025-11-09,174,,92,89,172,9,92,1,77,0,0,0
Shahdara South,212,07040523402,JAIN KANYA PATHSHALA-CO-ED-1051539,SHISHPAL MEENA,,206,206,2025-01-09,197,,107,99,170,36,107,1,58,0,0,0
Shahdara South,214,07040523501,NEHRU ADARSH PRIMARY SCHOOL -CO-ED-1051542,SHISHPAL MEENA,,358,358,2025-01-09,358,,355,3,358,0,355,0,103,0,0,0
Shahdara South,215,07040523701,SD DEVNAGARI PATHSHALA (CO-ED)-1051544,SHISHPAL MEENA,,0,0,2025-01-09,0,2025-01-09,0,0,0,0,0,0,0,0,0,0
Shahdara South,215,07040523702,GYANDEEP VIDYA BHAWAN (CO-ED)-1051538,SHISHPAL MEENA,,242,245,2025-01-09,227,,201,41,237,5,201,0,71,0,0,0
Shahdara South,215,07040523703,GURU NANAK PRIMARY SCHOOL (CO-ED)-1051537,SHISHPAL MEENA,,176,176,,176,,103,73,140,36,103,2,47,0,0,0
Shahdara South,215,07040523704,BAPTIST MISSION PRIMARY SCHOOL (CO-ED)-1051536,SHISHPAL MEENA,,169,171,2025-10-09,159,,134,35,168,1,134,1,66,0,0,0
City-SP,74,07060407901,JAMA MASJID (CO-ED)-2162063,OM PRAKASH MEENA,,101,119,2025-01-09,77,,70,31,80,21,70,3,64,0,0,0
City-SP,75,07060407904,FAIZ BAZAR (BOYS)-2162037,OM PRAKASH MEENA,,164,168,,155,,149,15,160,4,149,6,47,0,0,0
City-SP,75,07060407905,MATIA MAHAL NEW (CO-ED)-2162036,OM PRAKASH MEENA,,53,60,2025-01-09,53,,53,0,53,0,53,0,11,0,0,0
City-SP,75,07060407907,HAVELI AZAM KHAN (CO-ED)-2162032,OM PRAKASH MEENA,,97,97,,91,,89,8,96,1,89,2,36,0,0,0
City-SP,75,07060407908,KUCHA CHELAN (CO-ED)-2162031,OM PRAKASH MEENA,,111,118,2025-01-09,110,,94,17,107,4,94,0,40,0,0,0
City-SP,75,07060407910,PHOOL MANDI (CO-ED)-2162029,OM PRAKASH MEENA,,442,452,2025-02-09,414,,343,99,377,65,343,2,102,0,0,0
City-SP,77,07060408103,ROUSE AVENUE (CO-ED)-2162006,OM PRAKASH MEENA,,288,304,2025-01-09,285,,233,55,264,24,233,5,104,0,0,0
City-SP,77,07060408106,TURKMAN ROAD 2 (CO-ED)-2162003,OM PRAKASH MEENA,,516,539,2025-10-09,470,,459,57,490,26,459,3,113,0,0,0
City-SP,77,07060408108,64 KHAMBA (CO-ED)-2162004,OM PRAKASH MEENA,,251,251,,230,,203,48,220,31,203,8,62,0,0,0
City-SP,78,07060408201,GALI BANSI KOYLE WALI (CO-ED)-2162090,OM PRAKASH MEENA,,174,174,,148,,124,50,150,24,124,3,60,0,0,0
City-SP,78,07060408204,LAL KUAN CITY-SP (CO-ED)-2162087,OM PRAKASH MEENA,,447,471,2025-02-09,430,,395,52,444,3,395,11,101,0,0,0
City-SP,77,07060408206,ANGURI KHIRKI (CO-ED)-2162084,OM PRAKASH MEENA,,171,174,2025-03-09,168,,109,62,137,34,109,3,59,0,0,0
City-SP,77,07060408209,GALI BANDOOK (CO-ED)-2162080,OM PRAKASH MEENA,,122,135,2025-01-09,118,,103,19,110,12,103,6,26,0,0,0
Karol Bagh,82,07060408210,JHANDEWALAN (CO-ED)-2161083,SADHANA MEENA,,268,276,2025-03-09,200,,237,31,244,24,237,2,82,0,0,0
City-SP,76,07060408302,TURKMAN GATE (CO-ED)-2162093,OM PRAKASH MEENA,,396,414,2025-08-09,379,,359,37,386,10,359,7,86,0,0,0
City-SP,78,07060408303,BHOJLA PAHARI (CO-ED)-2162091,OM PRAKASH MEENA,,163,163,,163,,125,38,123,40,123,1,51,0,0,0
City-SP,78,07060408304,KUCHA PANDIT (CO-ED)-2162085,OM PRAKASH MEENA,,121,121,2025-01-09,84,,91,30,113,8,91,0,26,0,0,0
City-SP,75,07060408308,KUCHA CHELAN NEW (GIRLS)-2162034,OM PRAKASH MEENA,,243,250,2025-12-09,204,,187,56,216,27,187,4,73,0,0,0
City-SP,78,07060408312,BULBULI KHANA (CO-ED)-2162022,OM PRAKASH MEENA,,105,109,2025-09-09,100,,92,13,101,4,92,2,18,0,0,0
City-SP,77,07060408401,MUFTIWALAN (BOYS)-2162027,OM PRAKASH MEENA,,182,182,,170,,148,34,170,12,148,3,45,0,0,0
City-SP,77,07060408402,MUFTIWALAN (GIRLS)-2162026,OM PRAKASH MEENA,,311,314,,292,,282,29,309,2,282,12,105,0,0,0
City-SP,79,07060408602,CHARKHEWALAN (CO-ED)-2162050,OM PRAKASH MEENA,,458,468,2025-01-09,433,,418,40,448,10,418,0,86,0,0,0
City-SP,79,07060408605,GALI BABBU KHAN (CO-ED)-2162042,OM PRAKASH MEENA,,187,198,2025-01-09,152,,140,47,147,40,40,0,58,0,0,0
City-SP,79,07060408606,GALI QASIM JAN (CO-ED)-2162040,OM PRAKASH MEENA,,159,175,2025-01-09,146,,129,30,137,22,129,0,28,0,0,0
City-SP,80,07060408702,NABI KARIM (GIRLS)-2161074,OM PRAKASH MEENA,,329,346,2025-02-09,254,,202,127,257,72,202,0,121,0,0,0
City-SP,80,07060408703,AMARPURI (CO-ED)-2161073,OM PRAKASH MEENA,,236,256,2025-08-09,186,,173,63,228,8,173,3,98,0,0,0
City-SP,80,07060408704,PREM NAGAR PAHAR GANJ (CO-ED)-2161065,OM PRAKASH MEENA,,184,194,2025-01-09,153,,159,25,180,4,159,0,34,0,0,0
City-SP,80,07060408705,NABI KARIM (BOYS)-2161064,OM PRAKASH MEENA,,266,306,2025-01-09,244,,260,6,265,1,260,2,90,0,0,0
City-SP,80,07060408708,RAM NAGAR BHAWAN (BOYS)-2161061,OM PRAKASH MEENA,,298,310,2025-01-09,256,,267,31,289,9,267,1,101,0,0,0
City-SP,80,07060408709,RAM NAGAR BHAWAN (GIRLS)-2161060,OM PRAKASH MEENA,,386,387,2025-12-09,345,,340,46,374,12,340,5,99,0,0,0
City-SP,80,07060408809,MULTANI DHANDA GALI NO-10 (CO-ED)-2161068,OM PRAKASH MEENA,,272,272,2025-12-09,262,,252,20,263,9,249,9,78,0,0,0
Karol Bagh,82,07060408903,MULTANI DHANDA GALI NO 6 (BOYS)-2161031,SADHANA MEENA,,180,180,,145,,175,5,165,15,165,4,51,0,0,0
Karol Bagh,82,07060408904,MULTANI DHANDA GALI NO 6 (GIRLS)-2161030,SADHANA MEENA,,157,159,2025-01-09,137,,157,0,157,0,157,1,27,0,0,0
Karol Bagh,82,07060408907,NEW PAHAR GANJ KASERUWALAN (CO-ED)-2161025,SADHANA MEENA,,229,244,2025-01-09,212,,224,5,228,1,224,1,81,0,0,0
Karol Bagh,82,07060408909,RAILWAY COLONY PAHARGANJ (CO-ED)-2161021,SADHANA MEENA,,155,155,2025-01-09,138,,145,10,145,10,133,0,55,0,0,0
Karol Bagh,82,07060409001,ARAM BAGH LANE (CO-ED)-2161085,SADHANA MEENA,,295,297,2025-01-09,233,,259,36,255,40,255,0,73,0,0,0
Karol Bagh,82,07060409002,MOTIA KHAN (CO-ED)-2161084,SADHANA MEENA,,107,108,2025-01-09,64,,98,9,71,36,71,0,24,0,0,0
Karol Bagh,84,07060409103,BASTI REIGAR ARYA SAMAJ ROAD (CO-ED)-2160061,SADHANA MEENA,,227,227,,213,,217,10,227,0,217,6,66,0,0,0
Karol Bagh,83,07060409108,SHIV NAGAR KAROL BAGH (CO-ED)-2160059,SADHANA MEENA,,501,509,2025-01-09,434,,464,37,494,7,461,3,118,0,0,0
Karol Bagh,83,07060409111,AHATA THAKURDAS NEW ROHTAK ROAD (CO-ED)-2160047,SADHANA MEENA,,107,120,2025-01-09,77,,98,9,76,31,76,0,41,0,0,0
Karol Bagh,84,07060409113,DEV NAGAR KAROL BAGH (CO-ED)-2160043,SADHANA MEENA,,103,108,2025-01-09,99,,98,5,88,15,74,1,30,0,0,0
Karol Bagh,83,07060409116,RAMJAS LANE KAROL BAGH (CO-ED)-2160040,SADHANA MEENA,,398,406,2025-03-09,373,,384,14,394,4,384,2,109,0,0,0
Karol Bagh,83,07060409117,JOSHI ROAD KAROL BAGH (CO-ED)-2160038,SADHANA MEENA,,291,293,2025-09-09,248,,274,17,276,15,274,2,88,0,0,0
Karol Bagh,84,07060409204,RAMESHWARI NEHRU NAGAR (CO-ED)-2160058,SADHANA MEENA,,143,146,2025-01-09,143,,123,20,143,0,123,3,44,0,0,0
Karol Bagh,84,07060409206,NEW DEV NAGAR KAROL BAGH (CO-ED)-2160054,SADHANA MEENA,,578,601,2025-01-09,557,,548,30,547,31,547,4,155,0,0,0
Karol Bagh,84,07060409208,PYARE LAL ROAD KAROL BAGH (CO-ED)-2160052,SADHANA MEENA,,372,386,2025-01-09,363,,361,11,366,6,361,1,106,0,0,0
Karol Bagh,84,07060409303,R K RANGWALA KAROL BAGH (CO-ED)-2160056,SADHANA MEENA,,512,512,,417,,505,7,493,19,493,10,187,0,0,0
Karol Bagh,86,07060409504,PRASAD NAGAR LIG FLATS (CO-ED)-2160011,SADHANA MEENA,,223,229,2025-01-09,200,,211,12,223,0,211,0,60,0,0,0
Karol Bagh,141,07060414902,WEA KAROL BAGH (CO-ED)-2160039,SADHANA MEENA,,203,203,,156,,169,34,193,10,169,5,61,0,0,0
Karol Bagh,141,07060414903,PUSA LANE (CO-ED)-2160037,SADHANA MEENA,,232,232,,226,,227,5,214,18,195,2,85,0,0,0
Karol Bagh,141,07060414905,OLD RAJINDER NAGAR (CO-ED)-2160022,SADHANA MEENA,,306,306,,252,,271,35,243,63,243,3,87,0,0,0
Karol Bagh,141,07060414906,NEW RAJINDER NAGAR (CO-ED)-2160021,SADHANA MEENA,,240,241,2025-01-09,218,,238,2,238,2,238,0,87,0,0,0
Karol Bagh,141,07060414907,NEW RAJINDER NAGAR R-BLOCK (CO-ED)-2160020,SADHANA MEENA,,542,548,2025-02-09,502,,536,6,536,6,536,1,125,0,0,0
Central,142,07060418301,KOTLA FEROZ SHAH (CO-ED)-2162008,Anguri Bai Meena,,97,98,2025-01-09,94,,77,20,97,0,77,0,23,0,0,0
City-SP,74,07060508001,MARWARI PRIMARY -(CO-ED)-2162100,OM PRAKASH MEENA,,98,101,2025-10-09,97,,60,38,82,16,60,3,41,0,0,0
City-SP,79,07060508201,NOMANIA MOINUL ISLAM PRIMARY (CO-ED)-2162101,OM PRAKASH MEENA,,334,334,,330,,262,72,314,20,262,1,84,0,0,0
City-SP,76,07060508401,HOLY TRINITY CHURCH PRIMARY (CO-ED)-2162099,OM PRAKASH MEENA,,59,59,2025-01-09,56,,35,24,48,11,35,0,27,0,0,0
City-SP,79,07060508601,SURAJ KANYA SHIKSHALAYA (GIRLS)-2162103,OM PRAKASH MEENA,,337,337,2025-01-09,331,,316,21,323,14,316,1,73,0,0,0
City-SP,79,07060508602,COMMERCIAL PRIMARY SCHOOL (BOYS)-2162097,OM PRAKASH MEENA,,113,113,2025-01-09,111,,99,14,112,1,99,0,29,0,0,0
City-SP,79,07060508603,ASVJ PRIMARY SCHOOL (BOYS)-2162096,OM PRAKASH MEENA,,136,139,2025-01-09,131,,111,25,135,1,111,0,35,0,0,0
Karol Bagh,82,07060508901,SD BANKE BIHARI PAHAR GANJ (CO-ED)-2161446,SADHANA MEENA,,158,159,2025-01-09,140,,129,29,147,11,129,16,41,0,0,0
Karol Bagh,82,07060508902,RAMJAS PRIMARY -(BOYS)-2161445,SADHANA MEENA,,147,147,2025-01-09,147,,147,0,147,0,147,0,31,0,0,0
Karol Bagh,82,07060508903,ARYA VEDIK PATHSHALA GALI NO 2 (AIDED) -GIRLS-2161442,SADHANA MEENA,,154,158,2025-01-09,154,,89,65,142,12,89,2,42,0,0,0
Karol Bagh,82,07060508904,ARYA VEDIK PATHSHALA ARYA NAGAR -GIRLS-2161441,SADHANA MEENA,,206,206,2025-03-09,206,,194,12,195,11,182,1,81,0,0,0
Karol Bagh,82,07060508905,ARYA VEDIK PATHSHALA GALI NO 2 -BOYS-2161440,SADHANA MEENA,,132,132,2025-12-09,118,,66,66,114,18,66,0,36,0,0,0
Karol Bagh,82,07060508906,ARYA VEDIK PATHSHALA ARYA NAGAR -BOYS-2161439,SADHANA MEENA,,176,176,2025-01-09,176,,153,23,169,7,153,2,47,0,0,0
Karol Bagh,83,07060509101,OM PRAKASH BAL VIKAS MANDIR -GIRLS-2160327,SADHANA MEENA,,748,748,2025-01-09,744,,748,0,748,0,748,0,175,0,0,0
Karol Bagh,83,07060509102,JAIN VIDYA MANDIR PRY (AIDED) -CO-ED-2160326,SADHANA MEENA,,48,48,2025-01-09,44,,42,6,46,2,41,0,13,0,0,0
Narela,35,07070403001,MUNDKA (BOYS)-1757092,MANISH TOKAS,,743,743,,683,,661,82,721,22,661,23,233,0,0,0
Narela,35,07070403002,MUNDKA (GIRLS)-1757093,MANISH TOKAS,,770,771,,683,,676,94,728,42,676,70,222,0,0,0
Narela,35,07070403003,NEW MUNDKA (CO-ED)-1757094,MANISH TOKAS,,1059,1095,,1007,,1012,47,1004,55,1004,22,298,0,0,0
Narela,35,07070403004,TIKRI KALAN (GIRLS)-1757149,MANISH TOKAS,,1889,1952,,1687,,1762,127,1873,16,1762,23,698,0,0,0
Narela,35,07070403005,TIKRI KALAN (BOYS)-1757150,MANISH TOKAS,,1754,1754,2025-12-09,1568,,1706,48,1728,26,1706,31,584,0,0,0
Narela,35,07070403006,NEELWAL (CO-ED)-1757151,MANISH TOKAS,,247,247,,230,,227,20,199,48,195,3,103,0,0,0
Narela,35,07070403007,HIRANKUDNA (CO-ED)-1757438,MANISH TOKAS,,415,428,2025-01-09,370,,360,55,380,35,360,1,131,0,0,0
Narela,34,07070403101,NANGLOI B-BLOCK JJ CAMP NO-2 (GIRLS)-1757076,MANISH TOKAS,,453,472,,392,,386,67,404,49,360,15,178,0,0,0
Narela,34,07070403102,NO.1 J. J. NANGLOI B BLOCK CAMP NO 2 (BOYS)-1757077,MANISH TOKAS,,326,364,,256,,254,72,279,47,254,6,119,0,0,0
Narela,34,07070403103,NANGLOI E-BLOCK J J COLONY CAMP NO 2 (GIRLS)-1757082,MANISH TOKAS,,961,968,2025-01-09,911,,898,63,957,4,898,11,232,0,0,0
Narela,34,07070403104,NANGLOI E-BLOCK JJ CAMP NO-2 (BOYS)-1757083,MANISH TOKAS,,715,724,2025-10-09,662,,620,95,709,6,620,10,265,0,0,0
Narela,36,07070403105,KAMRUDIN NAGAR (GIRLS)-1757090,MANISH TOKAS,,1165,1206,2025-03-09,1100,,1103,62,1103,62,1103,25,405,0,0,0
Narela,36,07070403106,KAMRUDIN NAGAR (BOYS)-1757091,MANISH TOKAS,,805,862,2025-10-09,702,,650,155,800,5,650,12,307,0,0,0
Narela,35,07070403107,SWARN PARK (GIRLS)-1757095,MANISH TOKAS,,663,665,2025-03-09,625,,553,110,608,55,552,9,240,0,0,0
Narela,35,07070403108,SWARN PARK (BOYS)-1757096,MANISH TOKAS,,542,543,2025-01-09,437,,473,69,492,50,473,3,170,0,0,0
Narela,36,07070403201,NILOTHI (GIRLS)-1757086,MANISH TOKAS,,1168,1231,2025-02-09,1038,,916,252,1101,67,916,5,385,0,0,0
Narela,36,07070403202,NILOTHI (BOYS)-1757087,MANISH TOKAS,,846,900,,793,,654,192,793,53,654,0,279,0,0,0
Narela,36,07070403203,NANGLOI MAIN (GIRLS)-1757088,MANISH TOKAS,,600,601,,570,,533,67,588,12,533,10,200,0,0,0
